"Datum";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Stampfenbachstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Schimmelstrasse";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Heubeeribüel";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse";" Zürich Rosengartenstrasse"
;" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Stampfenbachstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Schimmelstrasse";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Heubeeribüel";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse";" Zch_Rosengartenstrasse"
;" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Lufttemperatur";" Luftfeuchte relativ";" Luftdruck";" Windgeschwindigkeit skalar";" Globalstrahlung";" Regendauer";" Schwefeldioxid";" Kohlenmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Ozon, höchstes Stundenmittel";" Ozon, Anzahl Stundenmittel > 120 µg/m3";" Stickstoffdioxid";" Stickstoffmonoxid";" Feinstaub PM10"
;" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" T";" Hr";" p";" WVs";" StrGlo";" RainDur";" SO2";" CO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" O3_max_h1";" O3_nb_h1>120";" NO2";" NO";" PM10"
;" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1";" d1"
;" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" °C";" %Hr";" hPa";" m/s";" W/m2";" min";" µg/m3";" mg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";" µg/m3";"1";" µg/m3";" µg/m3";" µg/m3";"1";" ppb";" µg/m3";" µg/m3"
"25.04.2013";2.06;0.44;121.19;2;49.68;21.13;22.81;17.58;47.52;973.15;1.06;291.19;0;3.29;0.48;116.65;0;60.87;34.72;23.28;139.8;8;16.44;2.73;"NaN";"NaN";"NaN";"NaN";"NaN"
"26.04.2013";1.76;0.32;119.32;0;33.34;7.37;27.38;17.16;59.75;962.33;1.5;193.01;60.68;2.66;0.38;109.25;0;48.29;21.73;27.69;123.78;2;13.44;0.99;"NaN";"NaN";"NaN";"NaN";"NaN"
"27.04.2013";0.86;0.27;88.19;0;17;4.81;10.04;10.8;82.88;954.52;2.2;44.73;392.28;1.47;0.35;92.09;0;28.6;18.92;11.8;87.34;0;9.05;0.44;"NaN";"NaN";"NaN";"NaN";"NaN"
"28.04.2013";1.05;0.3;53.62;0;16.25;6.14;7.23;9.19;75.46;962.57;1.4;137.91;271.52;1.74;0.35;53.45;0;22.23;14.27;10.41;57.94;0;9.19;0.99;"NaN";"NaN";"NaN";"NaN";"NaN"
"29.04.2013";1.27;0.43;31.02;0;36.19;28.31;20.66;10.81;81.79;966.93;1.23;68.29;127.08;1.93;0.49;26.38;0;45.83;56.51;24.3;39.09;0;21.94;4.45;"NaN";"NaN";"NaN";"NaN";"NaN"
"30.04.2013";1.11;0.44;14.13;0;34.42;31.36;32.21;11.77;81.01;966.63;1.03;51.01;0;1.74;0.49;15.38;0;42.5;48.16;33.54;24.06;0;21.3;3.68;"NaN";"NaN";"NaN";"NaN";"NaN"
"01.05.2013";1.2;0.32;54.3;0;16.45;5.9;36.09;14.37;76.7;966.83;2.15;225.01;96.32;1.72;0.38;56.31;0;26.84;13.8;36.77;59.56;0;11.8;1.36;"NaN";"NaN";"NaN";"NaN";"NaN"
"02.05.2013";1.09;0.36;83.61;0;28.42;15.27;33.92;15.5;76.31;966.08;" NaN";163.29;276.7;1.79;0.44;81.41;0;45.82;38.62;36.52;100.37;0;12.63;2.84;"NaN";"NaN";"NaN";"NaN";"NaN"
"03.05.2013";1.06;0.3;73.75;0;29.06;10.09;14.69;12.49;82.08;964.41;1.85;87.57;206.62;1.12;0.33;76.94;0;36.81;22.23;13.4;85.27;0;12.86;1.09;"NaN";"NaN";"NaN";"NaN";"NaN"
"04.05.2013";1.18;0.29;77.92;0;16.3;3.15;9.97;12.5;75.29;968.9;1.83;94.94;263.53;0.86;0.31;71.18;0;23.41;8.17;7.52;74.83;0;8.4;0.44;"NaN";"NaN";"NaN";"NaN";"NaN"
"05.05.2013";1.5;0.33;103.91;0;20.01;5.69;15.62;14.71;66.05;969.79;2.22;252.72;0;1.01;0.35;103.93;0;25.81;9.62;16.55;110.2;0;6.09;0.44;"NaN";"NaN";"NaN";"NaN";"NaN"
"06.05.2013";1.71;0.33;92.24;0;30.03;11.09;20.09;15.44;67.72;966.4;1.33;215.8;158.02;1.21;0.39;81.48;0;43.71;30.09;21.61;93.99;0;12.05;1.16;"NaN";"NaN";"NaN";"NaN";"NaN"
"07.05.2013";1.14;0.31;98.47;0;23.09;6.91;19.43;16.04;65.1;965.3;1.57;201.64;0;0.92;0.34;88.78;0;34.74;18.14;17.88;98.42;0;10.94;1.07;"NaN";"NaN";"NaN";"NaN";"NaN"
"08.05.2013";1.37;0.29;108.94;0;26.06;10.36;19.23;17.63;54.54;964.04;1.27;312.72;2.8;1.18;0.34;100.9;0;38.27;23.04;15.55;113.29;0;10.84;1.22;"NaN";"NaN";"NaN";"NaN";"NaN"
"09.05.2013";0.94;0.22;78.49;0;11.63;2.83;11.22;16.6;75.3;965.24;1.29;158.5;628.08;0.64;0.26;74.58;0;17.41;6.89;11.74;77.35;0;5.22;0.22;"NaN";"NaN";"NaN";"NaN";"NaN"
"10.05.2013";0.95;0.24;62.34;0;19.38;5.49;11.56;12.61;82.86;966.58;1.72;85.43;673.62;0.75;0.33;56.79;0;35.84;26.52;10.89;61.42;0;9.71;0.78;"NaN";"NaN";"NaN";"NaN";"NaN"
"11.05.2013";1.27;0.27;72.83;0;18.33;5.21;11.86;11.35;75.61;966.98;1.32;106.21;72.03;0.98;0.31;71.37;0;27.08;14.44;11.71;70.81;0;9.9;0.79;"NaN";"NaN";"NaN";"NaN";"NaN"
"12.05.2013";1.18;0.21;86.18;0;9.95;1.89;7.62;11.06;67.25;968.06;2.42;147.21;274.72;1.03;0.25;84.25;0;15.06;6.52;7.64;82.47;0;6.19;0.38;"NaN";"NaN";"NaN";"NaN";"NaN"
"13.05.2013";1.42;0.23;80.71;0;17.88;5.57;12.7;12.42;59.62;968.95;1.96;163.85;0;1.28;0.29;70.62;0;28.91;17.82;12.6;79.3;0;9.64;0.82;"NaN";"NaN";"NaN";"NaN";"NaN"
"14.05.2013";1.36;0.28;88;0;25.29;10.8;18.74;15.92;58.37;960.98;1.4;286.72;0;1.29;0.33;79.13;0;36.67;21.15;16.15;97.86;0;9.1;0.82;"NaN";"NaN";"NaN";"NaN";"NaN"
"15.05.2013";1.64;0.3;88.15;0;29.03;10.5;18.44;15.94;64.61;952.4;1.54;181.96;0;1.32;0.41;69.03;0;48.07;35.3;21.2;91.88;0;14.26;1.82;"NaN";"NaN";"NaN";"NaN";"NaN"
"16.05.2013";1.39;0.27;66.36;0;28.45;9.06;14.8;13.68;74.56;947.38;2.19;128.33;39.72;0.99;0.38;51.97;0;46.49;39.22;16.87;66.88;0;16.04;1.66;"NaN";"NaN";"NaN";"NaN";"NaN"
"17.05.2013";1.18;0.27;57.79;0;24.06;7.19;8.56;11.64;76.35;951.68;1.48;91.36;262.27;1.03;0.38;52.02;0;40.86;37.51;11.51;60.04;0;13.51;1.23;"NaN";"NaN";"NaN";"NaN";"NaN"
"18.05.2013";1.36;0.28;99.29;0;19.34;5.05;8.88;15.9;50.87;956.8;1.76;297.65;25.42;1.24;0.3;97.52;0;26.9;9.61;10.38;101.91;0;5.02;0.25;"NaN";"NaN";"NaN";"NaN";"NaN"
"19.05.2013";0.96;0.2;99.35;0;5.51;0.9;7.45;12.6;62.01;959.31;2.81;191.12;141.38;0.89;0.2;96.97;0;8.2;3.73;6.54;95.05;0;3.76;0.1;"NaN";"NaN";"NaN";"NaN";"NaN"
"20.05.2013";1.04;0.19;99.58;0;6.62;1.28;7.46;12.7;57.1;963.03;2.82;240.39;1.5;0.94;0.23;94.24;0;11.59;5.54;6.72;93.37;0;3.69;0.22;"NaN";"NaN";"NaN";"NaN";"NaN"
"21.05.2013";1.11;0.27;79.49;0;27.06;9;9.04;10.81;78.66;962.54;1.36;55.72;810.58;1.02;0.3;78.57;0;31.41;21.51;10.1;75.6;0;13.03;0.85;"NaN";"NaN";"NaN";"NaN";"NaN"
"22.05.2013";1.09;0.24;60.82;0;18.98;5.35;8.43;10.2;83.04;961.9;2.13;63.21;599.45;1.11;0.33;64.56;0;30.58;28.04;9.84;57.31;0;12.16;1.34;"NaN";"NaN";"NaN";"NaN";"NaN"
"23.05.2013";1.24;0.22;76;0;20.16;5.82;12.53;8.96;72.87;959.73;2.2;153.22;139.27;1.32;0.3;73.23;0;31.36;26.61;13.67;77.9;0;11.64;1.18;"NaN";"NaN";"NaN";"NaN";"NaN"
"24.05.2013";1.54;0.26;77.03;0;28.12;10.1;9.53;6.32;75.97;960.75;1.73;108.25;407.68;1.31;0.33;68.89;0;42.67;32.84;12.99;72.41;0;12.61;1.02;"NaN";"NaN";"NaN";"NaN";"NaN"
"25.05.2013";2;0.27;90.69;0;23.22;7.17;11.7;7.35;74.04;961.77;1.78;143.85;119.98;1.46;0.34;81.86;0;35.62;21.92;13.96;92.5;0;8.87;0.55;"NaN";"NaN";"NaN";"NaN";"NaN"
"26.05.2013";1.28;0.19;96.31;0;8.12;1;11.74;8.78;67.9;965.01;3.06;135.73;399.02;1.24;0.22;93.69;0;11.25;3.98;9.63;91.9;0;5.84;0.3;"NaN";"NaN";"NaN";"NaN";"NaN"
"27.05.2013";1.49;0.28;84.71;0;29.9;11.92;18.14;12.45;59.8;961.87;1.43;295.02;226.72;1.73;0.33;81.24;0;41.44;19.27;15.66;97.14;0;10.41;0.91;"NaN";"NaN";"NaN";"NaN";"NaN"
"28.05.2013";1.88;0.31;92.84;0;32.48;15.82;14.56;13.87;69.39;954.65;1.81;248.87;216.35;1.76;0.35;96.12;0;41.69;26.81;16.69;114.79;0;12.86;2.69;"NaN";"NaN";"NaN";"NaN";"NaN"
"29.05.2013";1.08;0.23;85.51;0;20.78;7.74;8.08;8.77;77;955.36;2.16;123.06;685.27;1.25;0.27;85.28;0;25.01;16.22;7.8;79.6;0;8.88;0.91;"NaN";"NaN";"NaN";"NaN";"NaN"
"30.05.2013";" NaN";0.27;57.68;0;25.18;9.98;11.06;10.53;70.83;957.48;1.41;157.55;235.78;1.5;0.32;61.32;0;33.25;25.76;12.86;58.22;0;12.41;1.34;"NaN";"NaN";"NaN";"NaN";"NaN"
"31.05.2013";1;0.24;67.61;0;19.37;4.09;7.58;9.24;87.66;957.66;2.56;38.38;1371.31;0.83;0.29;75.97;0;26.33;16.18;8.49;68.94;0;12.51;0.89;"NaN";"NaN";"NaN";"NaN";"NaN"
"01.06.2013";1.07;0.27;69.37;0;17.55;2.6;8.18;11.75;92.14;962.85;1.64;31.38;892.17;0.91;0.39;61.36;0;38.86;23.2;11.01;70.11;0;12.55;0.68;"NaN";"NaN";"NaN";"NaN";"NaN"
"02.06.2013";1.33;0.27;76.06;0;14.31;3.3;17.73;13.09;74.2;969.34;1.74;122.56;0;1.22;0.29;72.71;0;22.41;8.78;17.35;72.95;0;8.12;0.7;"NaN";"NaN";"NaN";"NaN";"NaN"
"03.06.2013";1.81;0.26;70.92;0;23.35;12.79;12.57;11.22;64.79;971.88;2.8;219.01;1.65;1.33;0.29;74.15;0;30.08;24.75;13.21;79.71;0;7.95;0.98;"NaN";"NaN";"NaN";"NaN";"NaN"
"04.06.2013";1.59;0.27;86.65;0;24.79;14.13;11.78;13.57;61.22;968;2.06;284.62;0;1.34;0.32;90.94;0;32.01;26.7;13.95;99.96;0;8.06;1.08;"NaN";"NaN";"NaN";"NaN";"NaN"
"05.06.2013";1.79;0.32;102.67;0;31.67;13.54;18.07;17.55;56.59;965.92;1.75;335.29;0;1.83;0.37;102.59;0;42.36;29.51;19.17;116.1;0;9.38;1.51;"NaN";"NaN";"NaN";"NaN";"NaN"
"06.06.2013";1.63;0.32;114.4;0;34.82;15.54;19.18;19.36;48.76;967.59;1.66;352.3;0;2.04;0.36;120.08;1;48.36;27.34;19.8;129.42;7;8.9;1;"NaN";"NaN";"NaN";"NaN";"NaN"
"07.06.2013";1.74;0.36;121.94;1;38.31;12.26;21.81;19.84;52.75;967.78;1.44;325.06;0;1.95;0.41;119.97;0;53.29;23.99;23.17;134.77;5;11.54;1.33;"NaN";"NaN";"NaN";"NaN";"NaN"
"08.06.2013";1.36;0.35;133.27;7;22.77;4.95;20.79;20.99;52.95;963.49;1.54;326.51;13.15;1.52;0.35;133.49;7;34.32;12.06;20.77;139;10;7.98;0.63;"NaN";"NaN";"NaN";"NaN";"NaN"
"09.06.2013";0.95;0.25;109.29;0;9.39;2.6;12.66;18.49;59.84;959.7;1.82;206.12;79.72;1.02;0.24;107.31;0;16.55;6.25;12.87;108.02;0;4.89;0.36;"NaN";"NaN";"NaN";"NaN";"NaN"
"10.06.2013";0.8;0.22;85.38;0;16.32;4.22;8.15;14.48;81.84;962.13;2.26;124.58;602.18;0.89;0.25;86.42;0;24.07;12.81;7.8;81.43;0;11.29;0.86;"NaN";"NaN";"NaN";"NaN";"NaN"
"11.06.2013";1.06;0.32;79.52;0;31.42;12.66;16.59;15.91;75.18;967.57;1.19;155.03;78.23;0.66;0.36;87.96;0;43.24;28.19;17.85;89.73;0;12.55;1.55;"NaN";"NaN";"NaN";"NaN";"NaN"
"12.06.2013";1.41;0.34;113.97;0;34.38;14.19;20.95;18.29;60.35;970.33;0.9;304.55;0;1.6;0.35;110.13;0;46.72;22.12;17.48;120.6;1;11.57;1.39;"NaN";"NaN";"NaN";"NaN";"NaN"
"13.06.2013";1.2;0.29;103.63;0;25.37;7.76;20.58;21.37;57.77;967.92;1.59;346.16;99.85;1.46;0.3;102.7;0;34.23;14.72;16.94;108.03;0;9.67;1.18;"NaN";"NaN";"NaN";"NaN";"NaN"
"14.06.2013";0.88;0.27;84.98;0;23.82;13.27;9.81;15.99;73.26;969.58;1.82;161.04;91.08;0.85;0.29;87.16;0;32.98;20.69;10.58;82.95;0;6.49;0.77;"NaN";"NaN";"NaN";"NaN";"NaN"
"15.06.2013";1.03;0.32;98.35;0;21.79;8.18;15.7;19.88;69.09;966.42;1.58;312.88;116.7;1.17;0.34;93.82;0;30.32;15.51;14.9;99.36;0;8.01;0.96;"NaN";"NaN";"NaN";"NaN";"NaN"
"16.06.2013";1;0.31;108.02;0;20.08;3.98;15.91;22.2;60.05;966.25;0.97;323.87;21.45;1.12;0.32;122.4;1;26.02;5.6;15;123.95;1;5.87;0.56;"NaN";"NaN";"NaN";"NaN";"NaN"
"17.06.2013";0.96;0.43;116.36;0;42.51;15.87;25.8;26.55;50.89;963.25;1.27;340.19;0;1.27;0.4;109.12;0;47.67;19.15;25.97;129.67;3;8.49;1.39;"NaN";"NaN";"NaN";"NaN";"NaN"
"18.06.2013";1.06;0.34;121.8;2;35.6;10.7;31.19;27.49;48.64;964.27;1.88;341.04;66.05;1.41;0.32;146.87;8;41.39;15.06;30.13;148.77;9;10.39;1.09;"NaN";"NaN";"NaN";"NaN";"NaN"
"19.06.2013";1.1;0.41;119.22;0;48.06;14.42;26.13;26.29;48.88;962.43;1.35;246.88;0;1.51;0.42;125.08;4;55.54;24.88;24.85;138.37;5;13.79;1.57;"NaN";"NaN";"NaN";"NaN";"NaN"
"20.06.2013";0.8;0.33;88.72;0;26.51;6.75;26.05;21.98;71.58;963.42;1.49;158.96;191.42;1.01;0.36;86.98;0;48.66;25.27;26.34;115.1;0;11.99;1.1;"NaN";"NaN";"NaN";"NaN";"NaN"
"21.06.2013";0.84;0.23;91.44;0;16.8;4.86;11.49;19.57;62.25;966.97;1.79;225.75;112.48;1.03;0.25;90.72;0;27.67;14.38;9.94;90.13;0;8.29;0.85;"NaN";"NaN";"NaN";"NaN";"NaN"
"22.06.2013";0.83;0.26;78.43;0;13.33;3.47;12.3;18.61;71.16;968.01;1.28;214.25;395.67;0.84;0.25;83.79;0;22.03;9.34;10.86;82.65;0;6.42;0.75;"NaN";"NaN";"NaN";"NaN";"NaN"
"23.06.2013";0.91;0.23;59.56;0;9.11;1.82;8.99;16.14;71.37;967.82;1.81;59.61;71.13;0.99;0.22;56.56;0;17.82;7.15;9.8;58.16;0;5.93;0.6;"NaN";"NaN";"NaN";"NaN";"NaN"
"24.06.2013";0.89;0.2;63.18;0;16.09;6.21;9.68;13.89;72.32;971.17;1.87;148.6;443.98;1.14;0.25;57.23;0;27.84;22.61;9.43;58.34;0;9.92;1.54;"NaN";"NaN";"NaN";"NaN";"NaN"
"25.06.2013";1.06;0.22;73.96;0;19.97;7.59;12.92;13.92;65.98;974.28;1.73;182.82;144.57;1.24;0.28;62.48;0;34.97;28.26;13.26;80.75;0;11.33;1.39;"NaN";"NaN";"NaN";"NaN";"NaN"
"26.06.2013";1.66;0.26;87;0;26.78;13.13;13.33;14.72;55.56;976.1;1.31;232.24;0.23;1.49;0.3;86.06;0;38.03;27.81;14.49;92.23;0;8.86;1.27;"NaN";"NaN";"NaN";"NaN";"NaN"
"27.06.2013";1.65;0.24;81.66;0;26.17;10.06;16.46;13.48;61.36;973.48;1.62;154.48;101.78;1.85;0.3;74.53;0;39.69;25.78;15.33;80.3;0;15.02;2.08;"NaN";"NaN";"NaN";"NaN";"NaN"
"28.06.2013";1.25;0.23;99.23;0;21.95;8.22;14.44;14.81;58.39;971.16;1.59;219.02;4.38;1.25;0.28;89.16;0;34.98;18.37;14.84;97.15;0;9.21;1.02;"NaN";"NaN";"NaN";"NaN";"NaN"
"29.06.2013";1.17;0.23;69.71;0;17.49;4.61;11.68;13.78;81.11;971.12;1.7;48.72;649.8;0.76;0.25;73.93;0;23.99;9.88;11.39;66.52;0;9.82;0.75;"NaN";"NaN";"NaN";"NaN";"NaN"
"30.06.2013";1.41;0.27;90.06;0;16.83;5.65;13.03;17.17;66.6;972.48;1.19;265.25;0;1.05;0.3;86.58;0;26.56;13.59;14.21;88.12;0;6.76;0.73;"NaN";"NaN";"NaN";"NaN";"NaN"
"01.07.2013";1.44;0.3;102.98;0;29.74;14.07;17.12;19.49;56.8;968.51;1.18;352.97;0;1.2;0.38;88.55;0;46.86;30.36;19.8;103.15;0;9.68;1.55;"NaN";"NaN";"NaN";"NaN";"NaN"
"02.07.2013";1.29;0.28;111.19;0;30.06;10.01;20.25;20.92;59.8;966.23;1.59;296.59;20.28;1.13;0.31;105.01;0;38.94;20.31;17.59;112.32;0;10.25;1.28;"NaN";"NaN";"NaN";"NaN";"NaN"
"03.07.2013";0.83;0.33;86.7;0;31.04;13.01;12.01;17.35;85.09;964.97;1.56;37.09;1064.18;0.56;0.3;79.56;0;39.62;25.35;10.85;90.25;0;13.72;0.96;"NaN";"NaN";"NaN";"NaN";"NaN"
"04.07.2013";0.92;0.23;66.9;0;19.31;8.86;10.62;18.59;74.07;971.59;1.47;185.1;152.78;0.69;0.33;66.46;0;33.83;31.89;13.26;67.63;0;11.23;1.81;"NaN";"NaN";"NaN";"NaN";"NaN"
"05.07.2013";1.03;0.31;79.22;0;32.21;17.99;13.57;19.96;67.02;976.35;1.14;208.53;14.62;1.23;0.35;81.79;0;39.64;29.99;19.41;86.91;0;9.55;1.33;"NaN";"NaN";"NaN";"NaN";"NaN"
"06.07.2013";1.17;0.34;111.55;0;25.16;9.31;18.74;21.8;61.62;975.04;2.29;329.09;0;1;0.29;117.45;0;28.52;12.58;20.34;115.21;0;6.86;0.69;"NaN";"NaN";"NaN";"NaN";"NaN"
"07.07.2013";1.08;0.34;109.07;0;21.36;6.69;21.34;22.1;62.69;974.64;1.96;302.49;0;0.86;0.28;109.68;0;23.85;8.26;21.51;110.4;0;5.3;0.52;"NaN";"NaN";"NaN";"NaN";"NaN"
"08.07.2013";1.07;0.28;111.28;0;23.83;9.57;25.01;22.96;59.86;974.17;2.65;315.41;0;0.84;0.29;113.98;0;32.7;18.24;25.07;118.42;0;7.04;0.7;"NaN";"NaN";"NaN";"NaN";"NaN"
"09.07.2013";1.28;0.31;119.17;0;30.04;10.5;26.42;22.77;60.34;970.67;1.54;299.09;108.57;1.1;0.34;124.35;2;40.1;20.75;28.17;130.8;7;9.41;1.13;"NaN";"NaN";"NaN";"NaN";"NaN"
"10.07.2013";1.17;0.34;122.57;2;33.2;11.32;24.32;23.14;59.31;966.73;1.39;327.78;5.88;1.06;0.39;124.26;7;46.26;23.03;27.32;137.25;11;8.98;1;"NaN";"NaN";"NaN";"NaN";"NaN"
"11.07.2013";1.25;0.29;123.36;1;25.41;10.42;25.36;21.5;55.7;966.43;2.11;309.9;0;0.96;0.31;119.77;0;33.69;17.33;27.59;124.54;1;7.69;0.84;"NaN";"NaN";"NaN";"NaN";"NaN"
"12.07.2013";1.3;0.3;116.29;0;28.66;10.33;19.95;20.29;49.55;968.6;2.04;337.36;0;0.97;0.35;116.36;0;41.34;20.43;21.9;126.72;7;9.04;0.96;"NaN";"NaN";"NaN";"NaN";"NaN"
"13.07.2013";1.67;0.36;131.6;6;26.51;6.32;20.23;21.46;50.03;969.15;1.49;315.33;0;1.54;0.35;130.36;8;37.05;13.03;22.98;133.98;11;7.55;0.68;"NaN";"NaN";"NaN";"NaN";"NaN"
"14.07.2013";1.6;0.31;135.21;9;18.17;3.44;21.02;22.33;45.96;970.39;1.48;327.7;0;1.32;0.3;139.72;8;28.56;5.47;20.37;136.8;12;6.18;0.47;"NaN";"NaN";"NaN";"NaN";"NaN"
"15.07.2013";1.63;0.3;125.79;6;29.44;7.67;23.81;23.01;46.01;971.14;1.44;309.98;0;1.42;0.36;124.64;2;48.07;22.77;27.53;131.48;7;10.32;0.96;"NaN";"NaN";"NaN";"NaN";"NaN"
"16.07.2013";1.77;0.3;135.97;8;34.16;8.96;21.91;23.07;44.44;970.83;1.9;333.16;0;1.74;0.37;134.77;8;50.47;21.42;24.55;149.47;13;9.25;0.82;"NaN";"NaN";"NaN";"NaN";"NaN"
"17.07.2013";1.57;0.35;151.66;3;42.09;9.38;30.75;22.93;53.66;970.42;1.48;179.84;34.6;1.42;0.39;118.37;0;57.56;21.69;30.67;145.33;9;15.94;1.16;"NaN";"NaN";"NaN";"NaN";"NaN"
"18.07.2013";1.1;0.3;135.5;6;23.99;7.17;22.49;23.5;58.08;969.02;2.07;291.51;24.62;0.85;0.29;138.75;6;33.5;11.17;23.11;151.87;13;6.98;0.7;"NaN";"NaN";"NaN";"NaN";"NaN"
"19.07.2013";1.15;0.3;134.28;7;27.79;9.49;20.26;22.77;60.4;968.57;1.62;300.04;0;0.95;0.32;132.87;7;38.25;15.89;20.45;149.91;7;7.6;0.75;"NaN";"NaN";"NaN";"NaN";"NaN"
"20.07.2013";1.25;0.33;144.75;9;18.92;4.04;24.47;24.3;55.88;967.69;1.19;307.26;0;1.08;0.31;143.65;9;29.02;7.37;21.88;146.3;12;6.67;0.57;"NaN";"NaN";"NaN";"NaN";"NaN"
"21.07.2013";1.41;0.33;145.54;10;18.5;3.47;25.63;25.05;51.93;968.24;1.33;316.6;0;1.42;0.31;146.76;9;27.51;5.34;24.89;145.66;12;6.43;0.49;"NaN";"NaN";"NaN";"NaN";"NaN"
"22.07.2013";1.31;0.35;158.49;9;31.88;8.58;29.09;26.14;50.42;967.08;1.05;308.4;74.68;1.24;0.36;148.54;5;52.61;16.27;28.89;164.75;13;8.98;0.8;"NaN";"NaN";"NaN";"NaN";"NaN"
"23.07.2013";1.03;0.31;159.06;8;27.41;7.41;25.16;25.2;57.08;964.86;1.59;281.12;0;0.97;0.31;154.27;9;39.12;12.99;27.12;170.39;9;9.52;0.81;"NaN";"NaN";"NaN";"NaN";"NaN"
"24.07.2013";1;0.29;127.1;4;22.64;5.24;18.48;22.85;64.97;966.72;1.45;188.52;65.97;0.87;0.29;123.84;2;37.96;11.44;17.24;132.82;4;10.57;0.8;"NaN";"NaN";"NaN";"NaN";"NaN"
"25.07.2013";0.96;0.32;133.08;8;25.15;9.13;21.62;24.82;62.79;967.42;1.45;273.75;0;0.95;0.36;117.76;0;42.46;16.78;20.79;136.36;7;8.88;0.83;"NaN";"NaN";"NaN";"NaN";"NaN"
"26.07.2013";1.02;0.36;145.06;8;32.76;10.21;24.52;27.1;55.77;965.19;1.25;311.37;0;0.86;0.37;141.82;7;42.86;17.67;25.07;162.76;10;8.51;0.87;"NaN";"NaN";"NaN";"NaN";"NaN"
"27.07.2013";1.09;0.4;144.23;9;25.6;4.84;24.56;29.14;47.16;961.27;1.09;308.6;0;1.02;0.37;132.87;9;38.55;6.84;24.24;144.14;12;6.32;0.59;"NaN";"NaN";"NaN";"NaN";"NaN"
"28.07.2013";1.25;0.32;143.7;5;13.41;2.4;25.08;26.42;55.22;962.81;1.86;235.31;144.23;1.17;0.25;145.84;4;20.8;5.87;23.1;144.04;4;6.67;0.53;"NaN";"NaN";"NaN";"NaN";"NaN"
"29.07.2013";0.86;0.23;76.15;0;19.68;6.88;8.66;18.09;83.24;968.66;2.24;42.61;869.13;0.6;0.2;68.53;0;23.75;7.88;7.58;80.24;0;7.86;0.65;"NaN";"NaN";"NaN";"NaN";"NaN"
"30.07.2013";1.01;0.24;76.25;0;16.55;6.25;11.86;20.06;66.67;972.53;1.67;232.84;114.07;0.8;0.27;68.23;0;27.79;15.18;11.75;78.55;0;7;1.11;"NaN";"NaN";"NaN";"NaN";"NaN"
"31.07.2013";1.12;0.26;100.49;0;19.88;5.78;13.22;23.23;54.71;971.14;1.23;306.11;0;" NaN";0.31;91.94;0;36.12;18.92;12.99;106.45;0;8.75;0.93;"NaN";"NaN";"NaN";"NaN";"NaN"
